F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128
16,601,75,895,20,241,0,0,218,23,10,2,55,0,0,0,0,186,2,0,38,9,0,0,69,3,13848,144,5,3,31,16,0,1,8,0,7,2,0,0,11,47,0,0,1,0,16,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,355,13,155,109,406,0,0,33,0,119,0,0,0,819,0,54,4,0,0,536,0,23,0,5,63,83,13861,4,2,20,21,0,3,1,0,50,0,0,2888,96,0,0,56,6,0,2,2,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4758,0,23,0,0,0,74,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8243,18,136,0,1812,0,238,0,2,96,15292,0,614,5,0,0,184,7,0,19,0,7,1,0,24,0,5,24,7,2,30,0,0,43,0,0,0,0,0,145,55,0,3,0,1,13,17,0,0,3,7,0,23,0,33,3,0,0,0,6,0,0,0,0,0,0,0,7,0,0,634,8,0,0,0,0,518,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8314,1620,1368,19,73,0,82,271,55,104,0,10,1324,3,0,0,182,22,11,55,5,16,0,78,43,83,0,7,6,34,7,38,6,7,4,0,36,0,0,1,890,0,75,0,2,6,0,0,0,1,0,0,5,0,27,0,0,0,5,0,0,0,0,0,0,1,0,3,0,34,8,3,1,5,195,0,0,0,0,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2675,24,171,406,53,0,364,35,0,12,0,0,854,7,0,0,166,25,0,7,0,0,0,0,0,0,109,22,5,4,19,0,0,0,0,0,0,0,609,8,1416,0,34,0,0,0,0,0,0,0,1,20,0,0,3575,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6060,11,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1429,141,167,1,0,0,0,14,12,11,0,42,0,36,0,0,18,3,0,0,0,16,0,0,19,0,114,0,6,36,97,0,21,6,0,0,2,0,2770,165,60,0,6,0,1,1,0,2,0,0,0,2,13,1,3,0,12,0,23,0,0,31,0,0,0,0,0,3,0,42,0,0,0,0,53,0,726,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,46,163,0,17,0,0,241,0,11,0,2383,1802,1,0,0,9,4,0,0,0,0,0,9,58,37,0,5,5,30,15,0,3,0,0,0,1,0,0,272,39,2,3,0,1,0,5,1,0,0,1,37,0,0,1245,4,0,0,0,0,0,1,0,0,0,0,0,1,0,31,4,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,545,16,174,0,0,1,0,133,0,8,80,2,0,4,0,86,0,4,0,14,0,16,0,38,22,104,24,18,4,3260,15,0,7,166,0,0,0,0,0,0,57,0,12,16,1,1,1,0,0,4,11,13,1,0,10,0,2,5,2,0,0,1,0,0,0,0,0,5,0,0,842,15,0,0,38,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,481,19,155,82,22,0,117,172,0,333,0,0,37295,46,809,0,51,2,0,0,0,0,0,23,33,0,70,1,8,38,0,15,0,154,1,0,534,4,1715,0,1,0,464,0,0,2,0,8,0,1,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,1,0,3,0,0,3,0,1,0,71,15,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,773,172,202,393,0,1,0,28,0,3,75,0,1270,46,0,0,0,12,0,70,0,0,0,0,70,59,147,19,18,19,0,0,5,5,0,1,0,3,0,91,28,0,48,0,0,12,0,1,1,3,1,0,1,3,0,0,0,0,65,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
73,250,154,115,173,222,0,0,37,0,7,0,46,8238,82,0,114,3,6,0,27,0,0,0,0,64,60,120,6,6,22,69,0,1,258,0,11,0,2,0,6,4,0,82,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,65,0,0,0,1,0,6,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,587,183,1237,213,0,0,0,22,2369,3,83,0,1046,0,0,0,0,5,0,17,0,0,1,0,0,17,86,6,6,2,19,5,4,4,0,0,0,0,0,0,79,0,10,0,0,3,0,3,0,1,0,16,6,0,44,0,0,0,6,6,0,1,0,0,0,0,0,4,0,0,0,9,0,0,0,10,0,0,0,10,0,0,14,0,0,2,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,15813,8,131,301,0,0,0,472,26,526,15308,93,615,0,0,0,0,12,3,0,0,22,0,0,22,134,842,2,5,31,24,0,1,1,1,16,2,0,0,304,4,0,3,0,1,7,0,10,0,1,0,0,0,13,0,0,0,23,2,17,0,0,0,0,0,1,0,4,1,0,93,0,0,0,84,119,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,759,89,24,7,1016,0,163,490,0,4,92,108,937,5,0,0,0,15,4,11,5,0,0,0,0,84,0,11,21,1307,7,168,4,0,0,0,0,0,0,116,38,0,49,1,72,0,0,4,0,0,3,38,0,0,28,0,0,6,0,1,0,0,0,0,0,1,0,8,1,0,0,0,0,0,70,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,50,153,0,0,259,186,0,6,0,0,1039,0,0,0,96,5,0,0,20,0,0,67,61,54,85,16,14,0,14,0,0,5,0,0,0,0,0,771,76,0,17,0,0,13,12,3,0,47,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,6,0,0,102,0,0,0,0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,2344,10,7096,0,0,0,0,860,0,8,3150,69,1295,7,0,0,161,1,0,0,6,0,0,36,15,19,117,8,6,24,0,18,2,11,0,0,1,1,48,10,52,0,1,0,1,0,0,1,6,0,2,0,0,0,2,1,0,25,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,613,1676,976,20,7,0,0,268,13,2,19,30,13245,6,6,0,0,25,0,23,9,0,0,0,0,13465,0,7,24,24,668,0,0,4,0,0,935,4,0,5,47,7,16,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,1,6,0,0,7,46,0,0,13,15,2,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,230,13,20,2,3410,0,0,190,11,99,0,0,0,27,11,9577,17,8,35,13,10,0,0,0,37,45,19,0,44,33,0,11,0,3,0,6,0,0,0,205,49,0,66,0,0,0,0,19,0,0,0,0,9,2,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,44,146,4,0,0,0,10,42,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1038,30,3,328,0,0,610,158,0,3,81,0,0,9,0,0,15,5,0,58,0,3,0,0,0,29,145,8,6,17,14,0,4,0,0,0,0,0,1,0,70,0,96,0,1,0,6,1,0,0,1,10,38,1,0,0,12,5,0,0,0,1,1,0,0,0,0,4,0,0,49,0,0,0,261,13,7,0,0,1,0,0,0,0,0,88,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,20,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
0,522,20,1114,22,0,0,193,20,0,8,125,109,0,141,0,0,0,15,0,347,0,15,0,44,0,99,0,3,20,35,98,0,5,0,0,0,2,0,0,0,48,0,9,0,2,0,0,0,0,0,0,0,825,100,27,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,19,15,0,0,1,0,0,13,24,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7789,41,163,0,0,0,0,848,0,7,125,0,0,47,15,0,0,3,0,2,0,0,0,47,62,10,126,141,4,25,1049,18,15,2,0,0,0,2,0,0,12,8,96,10,2,0,5,1,0,2,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,838,11,201,268,0,0,0,0,0,9,0,0,48,8,0,0,0,1,0,0,0,12,0,0,43,19,0,4,22,39,20,45,6,8,0,0,4,0,0,133,36,0,71,0,1,1,1,0,0,4,1,7,1,1,41,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,37,0,0,0,12,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,426,189,196,395,237,1,0,32,0,78,110,1376,1240,5,0,71,89,3,0,16,0,0,0,0,0,101,143,4,3,22,6,39,6,3,0,6,300,2,0,17,12,0,0,0,0,13,0,0,0,3,1,0,5,47,0,13,0,0,15,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,95,8,488,27,1,320,18,4,0,123,24,0,6,0,0,0,23,0,1525,0,1,0,0,26,49,127,16,5,17,29,36,0,9,0,0,1,0,0,0,84,0,27,0,1,4,11,0,0,1,1,0,0,0,20,1,0,0,14,1,0,1,1,0,0,0,0,7,0,0,0,1,0,0,76,9,134,0,0,1,0,0,0,76,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,625,0,162,90,1070,0,0,18,1592,7,0,0,1294,0,0,0,121,19,0,4,1,0,0,8,34,24,35,14,5,14,0,0,6,3,0,0,1,0,15,0,28,0,120,0,1,15,8,0,0,4,6,0,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,34,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,515,946,101,68,0,1,0,264,0,11,0,0,1522,50,0,0,20,19,0,0,15,0,0,17,40,84,105,0,5,148,14,16,2,2,0,0,0,0,15,0,20,0,0,1,1,1,3,0,0,0,0,4,409,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,20,13,1,0,0,38,0,0,0,0,10,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1126,94,945,149,0,0,1362,279,0,108,4417,6,10261,151,0,0,0,5,0,0,0,9,0,22,57,93,131,7,19,767,1226,0,0,13,0,0,0,2,0,1521,20,0,1,6,9,0,0,19,0,3,1,8,3,0,48,0,0,0,25,0,0,0,0,0,0,2,0,4,0,59,0,8,0,0,98,0,0,0,0,101,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,804,8,1544,0,0,0,34521,592,0,0,9574,46,1148,0,0,4958,58,15,0,5,2,0,0,22,17,92,33,4,3,28,0,0,3,4,0,0,4,0,0,0,27,0,38,0,1,2,11,1,0,0,5,0,0,96,1763,0,0,0,0,27,0,0,0,0,0,1,1,5,1,0,1194,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,357,3,175,12,0,0,39,23,0,0,151,272,1615,2,0,195,0,5,0,0,0,17,0,0,23,19,127,3,2,23,71,0,2,0,0,0,0,3,0,12,8,0,336,0,0,1,0,3,0,1,19,0,0,29,9,2,0,0,3,7,0,1,0,0,0,0,0,1,0,34,552,424,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,502,203,147,4,4,0,0,174,0,11,0,48,360,6,0,13,0,4,42,0,3,22,0,1,0,3,30,13,5,25,16,1,0,8,0,0,0,0,0,0,38,0,1,0,2,1,0,0,0,2,1,10,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,7,145,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1807,23,118,0,20,0,60297,243,250,50,107,0,0,0,0,0,0,1,0,12,0,0,0,0,7,80,102,12,4,150,8,0,0,0,0,0,2,0,437,3,57,9,59,0,0,8,0,31,7,2,15,27,0,0,14,3,0,0,27,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,50,11,187,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,1
0,418,846,151,6,0,0,8,249,10,5,49,646,528,0,0,0,0,12,0,20,0,39,0,0,16,48,134,5,17,935,15,0,1,0,0,0,1,0,0,211,722,3,2,0,0,0,0,2,5,1,0,11,3,23,1,0,0,0,126,3,0,1,0,0,0,0,0,8,0,0,0,59,0,0,0,0,8,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,216,0,127,1194,54,0,0,48,10,1,0,48,0,32,0,0,134,1,0,11,1,0,0,55,70,29,28,12,25,15,0,0,3,258,0,0,351,0,213,312,46,0,106,0,1,0,3,0,0,5,0,0,38,0,36,2,0,0,13,0,0,1,0,0,0,0,0,5,0,12,80,4,0,0,42,0,41,0,0,8,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1283,692,62,134,326,0,409,140,0,7,30,55,863,159,0,0,9,21,0,5,23,31,0,19,63,7522,61,6,7,12,20,0,21,4,0,20,2,0,0,179,48,0,52,0,20,0,8,0,0,0,1,535,1,0,25,8,12,0,0,1,0,1,0,0,0,0,1,1,0,0,0,5,0,0,61,0,491,0,0,0,0,0,0,29,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,219,91,172,19,0,1,182,231,0,10,3590,72,1472,64,0,0,134,3,7,3,0,15,0,2,26,0,669,0,4,43,16,0,3,8,0,0,0,0,33,7,32,0,26,0,0,12,5,0,0,0,0,0,9,1,217,0,0,19,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,649,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,4,0,0,0,0
89,605,19,3060,1274,17,0,1401,104,0,7,41,37,1219,0,0,0,68,24,0,46,1,0,0,0,19,84,101,7,6,35,0,19,4,5,0,0,3,481,27,0,41,0,89,0,0,71,4,0,0,0,16,0,0,0,20,0,0,0,116,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,5,3891,24,0,0,104,326,0,0,0,19,330,56,0,0,0,0,0,18,12,0,0,0,32,106,100,0,8,5,0,0,2,0,0,3,0,0,0,13,25,0,34,0,0,9,0,0,0,1,0,0,0,8,1661,0,0,0,21,0,0,1,0,0,0,0,0,6,0,0,6,534,0,0,1,0,730,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,509,117,119,72,26,0,0,258,9,0,107,41,0,7,0,0,0,28,0,13,11,0,0,65,17,1,10,28,5,41,14,0,5,0,0,0,0,0,18,0,53,0,22,11,2,0,10,0,0,3,0,0,2,0,0,0,0,0,0,0,0,63,0,0,0,1,0,0,0,2863,437,2,0,0,0,497,229,0,0,1,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,8684,5,168,0,0,0,35,0,0,395,69,0,1535,27,0,723,28,1,0,97,0,0,0,65,43,56,133,2,4,0,18,0,20,4,1,0,3,0,0,0,42,0,36,0,0,0,0,9,0,0,1,10,0,0,11,0,0,0,3,9,0,1,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18,37,129,0,1797,24,0,10,0,51,682,49,0,4213,0,0,0,0,3,0,0,0,67,81,128,16,25,33,81,5,3,43,0,0,0,0,0,0,80,9,39,3,2,1,5,6,0,2,1,0,2,0,29,0,0,0,0,9,0,0,0,0,0,0,0,3,0,36,0,31,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,37,174,103,394,54,0,0,48,0,0,0,0,48,75,242,45,2,5,0,0,0,5,0,35,82,91,140,21,23,841,0,14,2,0,0,0,0,2,0,0,34,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,2,0,0,0,0,0,41,0,0,1,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,615,87,1331,206,0,0,0,23,9,0,98,68,0,7,0,4307,3,8,0,19,0,0,0,0,0,18,69,13,16,977,0,0,5,103,0,0,810,0,265,82,35,0,9,0,10,0,0,9,0,0,5,1,5,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,62,0,2,0,0,52,10,0,0,0,10,0,2,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3057,191,162,18,2867,0,205,226,6,5,78,0,858,87,0,0,15,27,0,2,0,0,0,0,0,0,31,0,6,1,3,0,3,6,0,0,0,0,36,16,91,5,7,0,0,6,10,9,0,0,1,0,5,0,40,0,0,30,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,15,3,14,0,0,1,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,477,93,165,260,35,0,0,53,1,187,0,0,1445,15,0,20,992,22,6,0,0,1,0,0,71,57,160,18,3,29,18,0,0,8,1,1,1,2,24,0,35,0,19,0,0,3,15,0,0,1,7,0,0,0,0,0,0,0,7,0,0,1,0,0,0,24,0,0,0,0,1568,7,0,0,25,0,2,0,0,9,0,0,12,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
149,759,8,222,5,85,0,102,22,0,0,0,42,0,0,0,28,9,0,0,8,0,1,0,58,81,1,874,2,4,2182,0,162,5,58,0,0,4,1,0,0,0,0,25,1,0,0,8,2,0,17,1,0,0,0,0,33,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1780,218,47,66,712,0,1355,158,0,11,35,1307,1836,6,0,0,0,5,0,22,16,0,0,0,0,72,71,6,7,23,9,10,6,357,0,0,1,1,0,0,0,0,92,0,0,0,0,13,0,0,6,23,0,0,22,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,7,11,0,0,1,0,0,0,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
87,283,62,4208,509,2187,0,103,232,0,81,86,0,580,15,288,592,126,3,0,16,0,7,0,0,29,10,471,3,17,8,22,7,5,2,2,0,2,0,26,8,0,0,11,0,0,7,0,0,0,5,11,2539,881,0,0,0,0,2,1,0,0,1,0,0,0,3,1,1,0,0,0,3,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
165,106,63,200,0,654,0,186,254,0,5,103,15,5983,18,0,109,29,3,5,0,6,20,0,14,80,121,114,5,8,17,21,0,1,1,0,0,5,0,277,3,32,0,0,4,0,0,0,10,0,0,45,0,6,2,28,0,2,22,1,5,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,14931,147,68,476,1519,0,85,186,8,7,0,49,0,0,3798,0,187,4,0,24,94,4,0,53,0,18,3,15,7,19,57,6,0,0,0,0,1,0,0,340,28,1,1,0,23,1,0,0,0,3,0,0,11,0,35,2,0,0,13,0,0,1,0,0,0,0,8,8,8,0,0,5,0,0,84,0,14,0,0,1,0,4,0,0,0,1,0,7,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,468,129,218,0,216,0,158,61,0,8,26,0,620,13,0,0,0,3,0,0,1,223,0,40,27,114,0,18,6,974,24,0,17,0,1,18,0,1,225,19,26,0,14,0,0,0,2,13,0,1,0,27,2,0,1,0,0,0,20,5,0,0,0,0,0,0,0,5,0,0,132,0,0,0,0,0,287,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
148,0,2,154,330,3171,1,47,47,0,2,37,420,1809,132,0,0,8,5,0,13,16,2,0,13,47,92,13861,7,18,33,11,27,9,64,5,0,0,3,0,52,5030,0,144,0,20,0,10,0,0,2,6,0,7,0,0,2,2,21,59,0,0,1,0,0,0,2,0,0,0,331,1286,0,4,0,26,41,791,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,2,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0
55,74,19,212,2,0,0,0,54,0,8,4,0,8,0,0,0,0,3,0,42,1,31,0,44,537,9239,82,18,8,9,12,0,6,0,0,0,5,0,0,0,0,0,7,8,0,0,0,4,0,0,1,18,7,64,5,0,0,0,4,0,0,1,0,0,0,0,0,5,0,0,0,71,0,0,0,12,41,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
