,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128
1075,74,522,122,214,146,-36,0,-2,116,-107,149,199,-7,-2934,32,62,29,66,5,0,24,-18,7,0,3,64,-274,-142,-2,7,-19,73,-11,9,2,-1,9,-25,-11,88,-32,87,0,67,0,-3,10,8,9,0,-38,0,-102,10,0,110,4,0,0,9,-2,0,4,4,71,0,5,0,4,0,-300,20,-22,0,-1,181,29,-65,0,0,7,0,0,10,0,0,76,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,8388,20433,-38,8176,11,3406,0,5410,-14,2077,1,827,2887,115596,14,76,5537,48,3,1,-19,10,46,0,-185,14,-185,40,-6,15,0,253,-62,0,9,0,-55,-17,-2,17,-68,294,0,3,0,1,1,0,0,0,28,2,708,-10,11,2239,0,0,0,6,-2,0,-4,6,181,0,-1,0,-40,0,1251,1277,-19,2,3,1210,665,33,0,0,88,0,0,0,-1,-4,-7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,1648,2879,154,1401,-15,592,0,1200,34,235,-3,234,368,16829,-5,46,727,37,-7,0,26,2,10,0,-157,55,-233,-61,-4,10,-20,48,-52,12,-16,0,38,-15,-19,61,-96,21,0,2,0,-3,1,0,0,0,-9,1,-9,-15,0,354,0,0,0,-2,-1,0,2,3,78,0,4,0,-4,0,182,242,-25,4,-1,233,111,-5,0,0,19,0,0,6,2,-1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,8862,21519,-59,8282,172,3796,0,5786,74,2054,10,624,2989,118046,33,63,6858,45,4,0,3,11,29,0,629,-20,728,887,-8,15,27,268,-59,0,0,0,20,4,-2,1,8,290,0,3,0,0,1,-1,0,0,31,2,741,-14,13,2325,0,0,-1,4,-1,0,-2,10,196,0,0,0,-22,0,1881,1337,-5,7,5,2123,750,20,0,0,88,0,0,0,0,-3,-5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,8523,20582,-28,8377,4,3346,0,5819,-58,2131,8,854,2859,117532,12,85,5566,34,7,0,-69,14,52,0,-148,-20,-220,41,-12,22,-4,252,-61,-16,0,0,-29,-20,0,-14,-57,292,0,6,0,4,1,0,0,0,43,3,755,-21,11,2240,0,0,0,6,-1,0,-8,7,175,0,-1,0,-36,0,1323,1288,-14,2,3,1190,670,33,0,0,92,0,0,0,-1,-4,-9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,345,287,41,1187,824,392,0,-280,28,-15,65,136,402,5371,289,61,-256,54,-16,0,362,33,55,0,-613,63,-783,-642,4,3,76,80,99,16,202,14,-36,8,0,71,-83,-44,13,82,13,25,3,1,2,19,17,5,20,-14,-1,201,0,0,0,8,3,0,-3,-3,-40,0,46,0,-21,0,-698,73,423,1,-4,-525,598,72,0,0,0,0,0,0,0,-3,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,108,-102,25,-308,358,311,0,-252,124,19,60,80,24,5283,350,-61,1118,66,-1,0,-43,14,26,0,660,-65,434,358,28,-17,4,96,105,19,214,16,-10,16,1,123,-93,-23,15,91,15,21,3,3,2,7,4,7,165,35,-1,35,0,0,0,5,3,0,-6,2,28,0,9,0,-9,0,405,103,486,4,-2,477,603,82,0,0,3,0,0,0,-3,-1,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,146,-33,41,1128,879,-68,1,-1147,7,-2,-4,364,750,1662,-26,17,-703,11,-15,2,592,0,49,0,-930,-106,-868,-783,1,1,6,5,17,21,-15,0,-103,4,7,80,-50,-14,0,5,0,1,1,-1,1,20,13,0,-25,-19,-1,218,0,0,0,1,0,0,-3,-6,-41,0,55,0,-46,0,-790,30,-13,5,-4,-705,162,38,0,0,0,0,0,0,-2,0,-2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,509,455,37,1067,251,316,0,159,131,-60,12,202,771,7190,22,-38,817,112,-14,4,302,0,52,0,237,16,-6,51,11,16,41,2,-3,23,23,1,-33,3,0,27,583,226,1,6,1,0,0,0,0,5,-11,-1,114,14,0,47,0,0,0,0,0,0,-2,-1,7,0,19,0,-24,0,367,270,-5,7,2,168,218,72,0,0,0,0,0,0,-2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,99,123,44,283,332,352,0,-46,107,-4,62,58,-14,4304,355,5,799,83,0,0,-23,20,38,0,536,-33,249,207,15,-3,40,95,108,15,244,16,-34,9,0,79,-62,11,15,98,15,22,3,3,2,6,3,4,85,18,-1,48,0,0,0,5,4,0,-4,0,32,0,11,0,-9,0,277,105,488,7,-2,396,570,86,0,0,2,0,0,0,0,-3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,564,673,104,284,-7,134,0,615,78,-52,-2,-58,8,-2254,-16,27,304,-18,-5,0,-2,-2,10,0,255,-9,-28,259,-3,6,-27,3,7,8,-1,0,0,-10,2,58,-41,8,0,4,0,-7,0,0,0,1,-17,1,-101,-24,0,43,0,0,0,-1,0,0,-2,0,89,0,0,0,12,0,-115,48,-12,-1,1,295,50,-18,0,0,0,0,0,0,2,0,67,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,3134,6805,26,3497,799,1165,0,985,-32,649,-4,488,1571,40274,-14,45,1576,17,-7,1,534,1,23,0,-723,-104,-560,-475,-6,4,48,84,-22,23,-27,0,-62,6,-2,81,-66,-10,0,9,0,4,1,-1,1,19,28,0,207,-33,3,963,0,0,0,3,0,0,-4,0,19,0,46,0,-33,0,-41,434,-1,1,0,67,378,41,0,0,28,0,0,0,-1,-2,-5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,8425,20736,-29,8331,-12,3364,0,5901,-88,2119,11,946,2859,117192,6,79,5570,11,12,0,-75,18,58,0,-217,27,-272,38,-13,25,2,259,-60,-20,4,0,-31,-22,-2,-18,-77,283,0,6,0,4,1,0,0,1,36,3,730,-21,11,2192,0,0,-1,6,-2,0,-9,7,166,0,-1,0,-36,0,1276,1269,-8,4,4,1220,677,46,0,0,91,0,0,0,0,-5,-10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,204,245,61,1220,1202,175,1,-2130,154,22,4,265,992,5828,-4,76,89,-25,-23,2,738,23,31,0,-64,-62,-147,87,-10,11,82,55,20,17,-13,0,-94,15,9,107,-61,-282,0,1,0,3,1,-1,2,26,5,0,-13,-36,0,309,0,0,0,3,0,0,-1,-7,-23,0,69,0,-13,0,197,86,12,-2,-7,0,236,38,0,0,-1,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,4425,10683,28,4222,84,1968,0,2808,32,972,23,305,1353,57507,96,25,3031,42,-3,0,-13,3,32,0,-326,-41,-273,-96,-2,0,-11,166,0,3,72,4,-35,-8,-4,41,-104,102,4,29,4,6,1,0,0,1,11,0,295,-16,7,1188,-1,0,0,2,0,0,-3,6,188,0,3,0,-8,0,245,687,129,0,0,488,606,-30,0,0,41,0,0,0,0,-3,28,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,8650,21004,-36,8570,1,3386,0,5938,-82,2172,9,944,2922,119787,12,83,5626,27,11,0,-74,16,57,0,-148,9,-231,50,-9,27,-9,261,-57,-20,6,0,-32,-22,2,-28,-63,339,0,7,0,4,1,0,0,1,39,3,763,-24,11,2265,0,0,0,7,-1,0,-11,8,178,0,0,0,-41,0,1341,1310,-13,5,3,1229,683,42,0,0,93,0,0,0,-1,-4,-11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,8551,21086,-41,8537,2,3408,0,5630,-54,2118,5,1010,2960,118330,19,60,5600,64,8,3,-28,12,51,0,-164,39,-191,67,-4,26,-25,263,-78,-3,12,0,-64,-25,0,-6,-86,399,0,7,0,3,1,0,0,0,30,4,725,-14,11,2274,0,0,0,8,-2,0,-8,7,184,0,-1,0,-57,0,1350,1318,-24,5,3,1292,655,41,0,0,91,0,0,0,-2,-4,-10,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,1941,4245,174,1804,-23,785,0,1475,32,328,-1,140,475,17547,-20,40,1009,24,-9,-1,3,0,22,0,-56,42,-292,41,-2,5,-19,68,-35,1,6,0,37,-20,-11,89,-126,-24,0,2,0,-5,1,0,0,0,-21,0,22,-20,0,401,0,0,-1,-2,-2,0,0,5,101,0,2,0,10,0,9,272,-19,8,0,382,143,-41,0,0,21,0,0,7,2,0,91,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,8354,20070,-31,8054,409,3392,0,4719,-14,1978,-3,742,3084,110310,8,56,5330,56,-7,1,248,0,29,0,-506,-123,-390,-270,-2,8,45,227,-47,13,-2,0,-33,-3,1,56,-65,195,0,6,0,4,1,-1,0,7,20,0,681,-25,11,2253,0,0,-1,6,-1,0,-2,6,139,0,18,0,-41,0,971,1221,-9,0,2,966,718,29,0,0,82,0,0,-1,-1,-3,-6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,23,217,14,248,-1,15,0,319,51,-22,0,10,-25,-451,-8,0,341,27,-8,0,27,5,30,0,311,-24,54,197,-4,4,23,-13,14,5,-11,0,2,4,0,36,37,18,0,2,0,-3,0,0,0,1,9,1,-57,-12,0,-18,0,0,0,-1,0,0,-2,-1,17,0,0,0,-1,0,-29,29,-12,3,0,-22,33,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,-31,453,25,113,350,293,0,29,138,0,61,39,15,3040,352,-12,820,58,-5,0,-3,5,50,0,344,-27,221,168,19,-3,34,100,105,20,230,17,-38,13,4,68,-80,16,15,96,15,22,3,3,2,6,0,4,60,10,-1,39,0,0,0,5,3,0,-6,-1,20,0,12,0,-15,0,-4,139,472,7,-2,297,551,84,0,0,2,0,0,0,0,-3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,8692,21168,-46,8350,99,3587,0,5611,1,2117,9,713,2958,117572,17,81,6298,26,4,0,-47,14,43,0,216,-39,315,473,-3,24,-5,272,-63,-8,11,0,-6,-10,-2,-20,-8,293,0,5,0,1,1,-1,0,0,44,2,741,-15,12,2267,0,0,-1,4,-1,0,-7,10,191,0,0,0,-39,0,1683,1311,-10,7,4,1743,732,21,0,0,90,0,0,0,0,-4,-8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,6492,15738,-10,6104,108,2792,0,4379,75,1532,7,400,2123,85752,23,59,4954,49,-1,0,17,7,35,0,277,-64,399,557,-9,6,35,193,-48,2,-4,0,-17,-2,-1,39,-21,152,0,5,0,0,0,0,0,0,36,0,510,-13,9,1705,0,0,-1,2,-2,0,-2,6,179,0,0,0,-16,0,1214,994,-3,4,3,1306,570,-8,0,0,65,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,1204,2468,108,1193,-25,422,0,1049,25,145,0,92,234,9134,-18,43,629,16,-10,0,10,-7,16,0,0,16,-249,-25,-8,5,-34,40,-34,0,5,0,25,-20,-7,68,-88,-38,0,2,0,-4,1,0,0,0,-15,0,-10,-16,0,242,0,0,0,-2,-2,0,0,4,82,0,3,0,7,0,-65,175,-16,6,0,302,104,-39,0,0,15,0,0,8,2,0,69,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,8431,20499,-39,8034,232,3400,0,4867,-10,2009,-2,681,2964,112499,9,81,5459,70,-8,1,147,1,26,0,-409,-103,-292,-175,-2,10,40,231,-58,11,2,0,-48,-6,0,36,-48,196,0,7,0,2,1,-1,0,4,27,0,694,-20,11,2242,0,0,-1,6,-2,0,-3,6,145,0,5,0,-39,0,1071,1241,-11,2,3,1034,686,21,0,0,84,0,0,0,-1,-4,-5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,78,-332,77,1280,1250,338,0,-1403,174,26,23,0,1039,5158,0,207,753,-104,-32,0,726,42,48,0,204,-63,-321,103,-14,6,82,59,71,17,-20,0,-86,18,13,110,-46,-386,0,0,0,6,0,-2,3,28,14,4,-53,-44,0,325,0,0,0,3,0,0,-1,-4,-2,0,68,0,7,0,596,111,47,0,-8,-7,269,0,0,0,-2,0,0,0,1,0,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1903,3916,36,2350,721,642,0,385,-33,373,-6,425,1145,23694,-19,19,682,14,-11,1,503,0,28,0,-799,-87,-643,-584,-4,2,51,49,-17,24,-20,0,-62,1,0,87,-53,-36,0,7,0,2,1,-1,1,17,31,0,80,-29,1,642,0,0,0,1,0,0,-4,-1,0,0,42,0,-40,0,-255,257,-2,2,0,-188,265,35,0,0,16,0,0,0,-2,-2,-4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,4698,11173,6,4862,665,2144,0,2493,25,981,36,432,1777,60316,155,73,2950,56,-12,0,291,24,38,0,-386,11,-221,-109,-4,10,77,185,22,16,92,7,-19,8,-1,53,-99,5,6,45,6,16,2,0,2,14,23,3,350,-21,6,1292,0,0,0,6,0,0,-1,2,68,0,34,0,-26,0,308,704,210,1,0,573,684,49,0,0,44,0,0,0,1,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,5513,13252,-8,5318,210,2286,0,3575,49,1255,3,421,1863,71650,17,60,4110,56,-6,0,110,7,26,0,105,-49,223,351,-6,2,38,163,-46,13,-5,0,-20,0,-1,46,-24,181,0,7,0,1,0,0,0,2,35,1,373,-12,8,1479,0,0,-1,4,-1,0,-3,5,138,0,3,0,-28,0,981,844,-8,2,3,1041,474,1,0,0,53,0,0,0,-1,-4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,8556,20735,-50,8112,16,3507,0,5812,-16,2069,8,721,2852,115163,13,104,5716,37,5,0,-21,12,43,0,-206,-21,-167,94,-7,15,33,246,-62,-13,0,0,-38,-14,-4,30,-42,168,0,4,0,0,0,0,0,1,36,1,726,-19,12,2198,0,0,-1,5,-2,0,-3,5,174,0,0,0,-23,0,1224,1275,-7,1,2,1152,713,20,0,0,88,0,0,0,0,-3,-4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,8263,20176,-17,8752,-37,2958,0,5726,-155,2126,14,1267,2820,119258,14,46,5040,33,19,2,-123,20,83,0,-71,135,-299,94,-23,40,-89,269,-61,-25,9,1,-66,-36,10,-111,-138,576,0,10,0,8,3,0,1,1,35,8,760,-30,9,2210,1,0,0,12,0,0,-20,9,193,0,-2,0,-66,0,1411,1288,-17,10,6,1330,603,65,0,0,95,0,0,0,-3,-6,-15,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,142,-391,48,-50,335,364,0,-350,87,14,65,112,10,4845,360,-45,891,90,-3,0,-59,28,23,0,598,-89,301,218,19,-11,27,97,108,14,228,16,-30,6,-3,113,-92,-39,15,93,15,21,3,3,2,6,18,7,197,39,-1,38,0,0,0,7,3,0,-4,3,14,0,8,0,-4,0,504,79,505,8,-1,541,596,86,0,0,3,0,0,0,-2,-1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,4706,11162,-12,4734,619,2036,0,2520,49,955,25,420,1697,60855,110,94,3348,62,-11,0,270,19,17,0,111,19,325,381,-5,15,84,166,-8,12,44,4,-2,12,-3,31,-59,6,4,32,4,12,1,0,1,13,29,3,360,-26,6,1242,0,0,-1,7,0,0,-1,2,54,0,28,0,-13,0,902,695,135,2,1,1145,590,59,0,0,44,0,0,0,1,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,71,-61,50,517,326,455,0,-152,82,-1,65,78,-23,4685,360,19,680,101,0,0,-23,30,40,0,411,-4,137,147,11,-1,61,92,100,11,251,16,-13,6,-1,72,-49,42,15,97,15,24,3,3,3,6,8,4,67,17,-2,54,0,0,0,6,4,0,-3,0,17,0,13,0,-12,0,217,93,486,7,-1,332,569,81,0,0,2,0,0,0,0,-3,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,8577,20885,-37,8490,2,3375,0,5884,-88,2147,10,927,2890,118269,11,84,5611,22,11,0,-78,17,54,0,-164,-2,-232,50,-9,28,-11,255,-59,-21,4,0,-30,-22,1,-28,-55,309,0,7,0,4,1,-1,0,1,42,3,753,-23,11,2228,0,0,0,7,-1,0,-11,8,170,0,0,0,-40,0,1338,1296,-12,5,3,1202,681,41,0,0,92,0,0,0,-1,-4,-10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,8840,20954,-50,8520,420,3577,0,4983,-13,2028,0,712,3255,115540,9,63,5600,55,-13,2,245,7,39,0,-646,-31,-339,-254,-5,10,20,258,-70,17,2,0,-42,-4,0,38,-40,214,0,3,0,4,1,-1,0,7,34,2,722,-19,11,2374,0,0,-1,7,-3,0,-2,6,147,0,17,0,-66,0,1089,1284,-3,2,4,1089,749,15,0,0,87,0,0,0,-1,-4,-6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,8712,20525,-22,8018,6,3547,0,5362,-12,2053,2,720,2808,115328,6,88,5679,24,0,0,-39,-1,18,0,-374,-45,-330,-125,-4,11,4,238,-63,-10,5,0,-33,-18,-6,45,-104,125,0,3,0,0,0,0,0,0,12,-2,696,-21,13,2257,0,0,-1,3,-2,0,0,9,219,0,1,0,-7,0,1163,1263,-12,-3,0,1107,800,-17,0,0,86,0,0,0,0,-2,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,8635,21034,-45,8200,15,3534,0,5909,-47,2102,7,744,2890,116228,10,88,5768,26,6,0,-32,12,44,0,-169,-45,-161,66,-3,18,22,250,-49,-14,5,0,-30,-15,-1,20,-48,178,0,5,0,1,0,0,0,1,33,1,721,-21,12,2228,0,0,-1,4,-2,0,-5,8,181,0,0,0,-26,0,1261,1285,-8,2,2,1146,721,18,0,0,89,0,0,0,0,-3,-4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,400,1334,46,928,345,508,0,925,82,11,61,83,71,8601,319,-21,926,106,1,0,27,24,29,0,542,81,284,340,6,9,91,95,74,6,196,14,31,9,-6,50,-33,84,13,83,13,22,2,2,2,6,14,4,59,-5,0,123,0,0,0,5,3,0,0,1,-10,0,14,0,0,0,436,159,413,4,0,627,519,72,0,0,7,0,0,2,2,-3,-3,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,357,431,38,1001,630,279,0,-71,210,-9,13,-65,178,7519,86,30,3343,42,-9,0,149,17,17,0,3259,40,3070,3173,-1,24,120,22,21,0,-1,1,9,11,9,46,81,173,1,12,0,-2,0,0,1,6,15,1,-36,-21,-1,58,0,0,0,3,4,0,0,3,24,0,15,0,12,0,3141,69,39,4,3,3200,274,22,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,8900,21552,-61,8516,139,3577,0,5426,-5,2082,2,769,3071,117387,22,55,5956,81,-6,2,54,10,42,0,-173,-14,65,205,-8,17,19,258,-78,4,7,0,-30,-10,1,4,-25,320,0,5,0,2,2,-1,0,0,34,4,724,-15,11,2341,0,0,-1,8,-2,0,-5,8,160,0,0,0,-61,0,1441,1318,-9,1,5,1486,702,22,0,0,90,0,0,0,-1,-5,-5,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,8927,21603,-56,8327,177,3798,0,5851,39,2044,10,642,3017,118137,33,62,6741,55,1,0,24,12,27,0,444,-22,637,780,-12,15,45,262,-72,-1,-4,0,31,3,-2,6,26,254,0,5,0,0,1,-1,0,0,34,3,756,-18,12,2335,0,0,-1,5,-2,0,-3,9,177,0,0,0,-32,0,1865,1327,0,4,6,2036,759,29,0,0,89,0,0,0,0,-3,-6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,5876,13927,-7,5984,568,2450,0,3340,22,1307,10,534,2262,75931,36,84,3655,69,-12,1,340,14,37,0,-582,-58,-320,-190,-3,5,10,179,-32,24,12,1,-51,1,0,72,-91,155,1,14,1,9,1,-1,1,12,30,3,422,-19,7,1649,0,0,-1,7,-2,0,-3,3,118,0,28,0,-44,0,411,866,40,1,1,565,595,11,0,0,56,0,0,0,-1,-3,-1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,977,1037,14,1615,1157,419,0,-199,21,9,38,200,910,7986,117,14,-51,9,-15,0,649,33,26,0,-494,46,-770,-601,-6,11,103,41,59,17,44,5,0,18,-7,86,-86,-63,5,33,5,17,1,-1,1,28,14,5,25,-29,0,314,0,0,0,7,1,0,0,-4,-95,0,69,0,-12,0,-368,99,205,-4,-4,-257,434,50,0,0,4,0,0,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,6794,16664,-30,6374,119,2915,0,4671,94,1542,10,421,2161,89520,27,93,5242,62,1,0,14,12,25,0,492,-37,597,760,-5,13,26,199,-43,5,-6,0,-22,3,-5,22,-36,186,0,8,0,0,0,0,0,1,31,1,547,-16,10,1749,0,0,0,3,-1,0,-3,5,172,0,-1,0,-1,0,1355,1020,1,5,3,1576,585,11,0,0,65,0,0,-1,1,-3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,584,5,229,308,-34,175,0,649,39,-77,-9,169,-66,-232,-12,28,-55,34,-2,0,22,9,14,0,-153,90,-272,-45,0,13,-5,19,-35,13,-24,0,20,-11,-24,93,-147,12,0,3,0,-2,1,0,0,0,-31,0,-151,-11,-2,54,0,0,0,-3,-1,0,1,3,57,0,3,0,7,0,-95,53,-29,3,-2,66,1,-10,0,0,3,0,0,4,3,-1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,8611,21066,-38,8413,15,3500,0,5617,-24,2130,0,872,2969,117756,17,65,5698,57,4,2,-17,9,47,0,-163,-2,-175,45,-1,18,3,261,-66,-1,12,0,-55,-19,0,23,-71,324,0,4,0,1,1,0,0,0,28,2,717,-12,12,2294,0,0,0,6,-2,0,-5,7,186,0,-1,0,-47,0,1308,1312,-23,3,3,1230,677,26,0,0,90,0,0,0,-1,-4,-7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
